ID	cfDNA_TF	chr	start	end	tumor_log2_ratio	plasma_log2_ratio		
WLOS_0001	0.04445	1	66000001	67000000	0.295243077	-0.020199044		
WLOS_0001	0.04445	1	67000001	68000000	0.282869974	-0.066640407		
WLOS_0001	0.04445	1	68000001	69000000	0.280496147	-0.044144318		
WLOS_0001	0.04445	1	70000001	71000000	0.373740993	0.115757205		
WLOS_0001	0.04445	1	71000001	72000000	0.310622788	-0.002548246		
WLOS_0001	0.04445	1	72000001	73000000	0.314004486	-0.049914591		
WLOS_0001	0.04445	1	73000001	74000000	0.326100376	0.014788177		
WLOS_0001	0.04445	1	74000001	75000000	0.285536686	0.034074175		
WLOS_0001	0.04445	1	75000001	76000000	0.435318499	0.089347359		
WLOS_0001	0.04445	1	76000001	77000000	0.295032325	0.028198922		
WLOS_0001	0.04445	1	77000001	78000000	0.276057455	-0.011561694		
WLOS_0001	0.04445	1	78000001	79000000	0.303727674	-0.069222165		
WLOS_0001	0.04445	1	79000001	80000000	0.264740063	-0.084654507		
WLOS_0001	0.04445	1	80000001	81000000	0.336692232	0.02089891		
WLOS_0001	0.04445	1	81000001	82000000	0.339642538	0.05736725		
WLOS_0001	0.04445	1	82000001	83000000	0.280781747	0.019116945		
WLOS_0001	0.04445	1	83000001	84000000	0.311909531	0.005687386		
WLOS_0001	0.04445	1	84000001	85000000	0.338593922	0.054286367		
WLOS_0001	0.04445	1	85000001	86000000	0.344740561	0.037886032		
WLOS_0001	0.04445	1	86000001	87000000	0.287901909	0.029830368		
WLOS_0001	0.04445	1	87000001	88000000	0.308991535	0.060767656		
WLOS_0001	0.04445	1	88000001	89000000	0.399695803	0.148062743		
WLOS_0001	0.04445	1	89000001	90000000	0.376476323	0.135949712		
WLOS_0001	0.04445	1	90000001	91000000	0.293912783	0.064445743		
WLOS_0001	0.04445	1	91000001	92000000	0.319611328	0.061269287		
WLOS_0001	0.04445	1	92000001	93000000	0.306896641	0.105879182		
WLOS_0001	0.04445	1	93000001	94000000	0.361809043	0.06961312		
WLOS_0001	0.04445	1	94000001	95000000	0.314807443	0.03837011		
WLOS_0001	0.04445	1	95000001	96000000	0.305041593	-0.032913853		
WLOS_0001	0.04445	1	96000001	97000000	0.288918357	-0.042131627		
WLOS_0001	0.04445	1	97000001	98000000	0.354817133	0.06750315		
WLOS_0001	0.04445	1	98000001	99000000	0.309881795	-0.074311156		
WLOS_0001	0.04445	1	99000001	100000000	0.354934201	-0.040953766		
WLOS_0001	0.04445	1	100000001	101000000	0.448069374	0.079949075		
WLOS_0001	0.04445	1	101000001	102000000	0.531373535	0.101713947		
WLOS_0001	0.04445	1	102000001	103000000	0.489660281	-0.067183919		
WLOS_0001	0.04445	1	105000001	106000000	0.413273124	0.028522366		
WLOS_0001	0.04445	1	106000001	107000000	0.425019278	0.058338259		
WLOS_0001	0.04445	1	107000001	108000000	0.390287188	0.080232067		
WLOS_0001	0.04445	1	108000001	109000000	0.399097855	0.013411822		
WLOS_0001	0.04445	1	109000001	110000000	0.387277534	0.04695509		
WLOS_0001	0.04445	1	110000001	111000000	0.378896638	-0.010944154		
WLOS_0001	0.04445	1	111000001	112000000	0.437440249	-0.047532908		
WLOS_0001	0.04445	1	112000001	113000000	0.525583459	-0.050585099		
WLOS_0001	0.04445	1	113000001	114000000	0.365819674	-0.013224544		
WLOS_0001	0.04445	1	114000001	115000000	0.371299332	0.085422647		
WLOS_0001	0.04445	1	115000001	116000000	0.438389375	0.137305429		
WLOS_0001	0.04445	1	116000001	117000000	0.366530678	-0.048928168		
WLOS_0001	0.04445	1	117000001	118000000	0.387148085	-0.067826993		
WLOS_0001	0.04445	1	118000001	119000000	0.331627155	0.036142857		
WLOS_0001	0.04445	1	119000001	120000000	0.319274555	0.029667962		
WLOS_0001	0.04445	1	120000001	121000000	0.260292969	0.014511033		
WLOS_0001	0.04445	1	121000001	122000000	0.340275933	0.000653433		
WLOS_0001	0.04445	1	122000001	123000000	0.347744212	0.119353135		
WLOS_0001	0.04445	2	1	1000000	-0.000690174	0.123724775		
WLOS_0001	0.04445	2	1000001	2000000	-0.056069777	0.024152224		
WLOS_0001	0.04445	2	2000001	3000000	-0.152336009	-0.007448148		
WLOS_0001	0.04445	2	3000001	4000000	-0.128386669	-0.027870185		
WLOS_0001	0.04445	2	7000001	8000000	-0.068471476	0.072380082		
WLOS_0001	0.04445	2	8000001	9000000	-0.105495392	-0.049293996		
WLOS_0001	0.04445	2	9000001	10000000	-0.082841286	0.080427749		
WLOS_0001	0.04445	2	10000001	11000000	-0.073556657	0.021872757		
WLOS_0001	0.04445	2	11000001	12000000	-0.010400316	0.179534912		
WLOS_0001	0.04445	2	12000001	13000000	-0.120907304	-0.057543617		
WLOS_0001	0.04445	2	13000001	14000000	-0.062286165	0.042802138		
WLOS_0001	0.04445	2	14000001	15000000	0.078555935	0.039577501		
WLOS_0001	0.04445	2	15000001	16000000	-0.147674244	-0.073021633		
WLOS_0001	0.04445	2	16000001	17000000	-0.133219555	-0.021479284		
WLOS_0001	0.04445	2	17000001	18000000	-0.022961421	0.015065593		
WLOS_0001	0.04445	2	18000001	19000000	0.04965685	0.04623872		
WLOS_0001	0.04445	2	19000001	20000000	-0.115390274	-0.088706242		
WLOS_0001	0.04445	2	20000001	21000000	-0.133676614	-0.063680331		
WLOS_0001	0.04445	2	21000001	22000000	-0.06971001	0.075264716		
WLOS_0001	0.04445	2	22000001	23000000	-0.127841826	0.043549933		
WLOS_0001	0.04445	2	23000001	24000000	-0.020449003	0.132842124		
WLOS_0001	0.04445	2	24000001	25000000	-0.083309043	0.062640391		
WLOS_0001	0.04445	2	25000001	26000000	-0.147285526	-0.055362294		
WLOS_0001	0.04445	2	26000001	27000000	-0.074161021	0.071187596		
WLOS_0001	0.04445	2	27000001	28000000	-0.12274846	-0.064440866		
WLOS_0001	0.04445	2	28000001	29000000	-0.137743272	0.034501615		
WLOS_0001	0.04445	2	29000001	30000000	-0.097928983	-0.059579776		
WLOS_0001	0.04445	2	30000001	31000000	-0.143667912	-0.086328687		
WLOS_0001	0.04445	2	31000001	32000000	-0.186167522	-0.210500631		
WLOS_0001	0.04445	2	32000001	33000000	-0.121755248	-0.070993339		
WLOS_0001	0.04445	2	33000001	34000000	-0.116022967	-0.097940069		
WLOS_0001	0.04445	2	34000001	35000000	-0.067631719	0.063703942		
WLOS_0001	0.04445	2	35000001	36000000	-0.071721208	-0.046787441		
WLOS_0001	0.04445	2	36000001	37000000	-0.019436355	-0.074802498		
WLOS_0001	0.04445	2	37000001	38000000	-0.094334129	0.02434145		
WLOS_0001	0.04445	2	38000001	39000000	-0.143013329	-0.120747727		
WLOS_0001	0.04445	2	39000001	40000000	-0.135746669	0.040680783		
WLOS_0001	0.04445	2	40000001	41000000	-0.097407348	0.008204967		
WLOS_0001	0.04445	2	41000001	42000000	-0.081359117	0.106017543		
WLOS_0001	0.04445	2	42000001	43000000	-0.040086499	0.138771101		
WLOS_0001	0.04445	2	43000001	44000000	-0.128113806	-0.070994534		
WLOS_0001	0.04445	2	44000001	45000000	-0.008230597	0.038491639		
WLOS_0001	0.04445	2	45000001	46000000	-0.127929576	-0.04887691		
WLOS_0001	0.04445	2	46000001	47000000	-0.124660458	-0.05168929		
WLOS_0001	0.04445	2	47000001	48000000	-0.092840521	-0.059646135		
WLOS_0001	0.04445	2	48000001	49000000	-0.116535695	-0.023448529		
WLOS_0001	0.04445	2	49000001	50000000	-0.091657097	-0.013460566		
WLOS_0001	0.04445	2	50000001	51000000	-0.101175896	-0.011867522		
WLOS_0001	0.04445	2	51000001	52000000	-0.068677919	0.052027731		
WLOS_0001	0.04445	2	52000001	53000000	-0.149014158	0.034681671		
WLOS_0001	0.04445	2	53000001	54000000	-0.161234485	-0.044438422		
WLOS_0001	0.04445	2	54000001	55000000	0.024991915	0.152723946		
WLOS_0001	0.04445	2	55000001	56000000	-0.137230974	-0.005968088		
WLOS_0001	0.04445	2	56000001	57000000	-0.085178349	0.056028876		
WLOS_0001	0.04445	2	57000001	58000000	0.102432593	0.107412819		
WLOS_0001	0.04445	2	58000001	59000000	-0.076870866	0.047225605		
WLOS_0001	0.04445	2	59000001	60000000	-0.11377991	0.015034099		
WLOS_0001	0.04445	2	60000001	61000000	-0.135513402	0.015132041		
WLOS_0001	0.04445	2	61000001	62000000	-0.130010079	0.02799818		
WLOS_0001	0.04445	2	62000001	63000000	-0.128501018	-0.00767009		
WLOS_0001	0.04445	2	63000001	64000000	-0.129318985	0.033170199		
WLOS_0001	0.04445	2	64000001	65000000	-0.08747361	0.017660884		
WLOS_0001	0.04445	2	65000001	66000000	-0.054484382	0.127436141		
WLOS_0001	0.04445	2	66000001	67000000	-0.123213206	-0.023476918		
WLOS_0001	0.04445	2	67000001	68000000	-0.070766664	0.092951074		
WLOS_0001	0.04445	2	68000001	69000000	-0.053828437	0.004124745		
WLOS_0001	0.04445	2	69000001	70000000	-0.047219024	0.056974584		
WLOS_0001	0.04445	2	70000001	71000000	-0.069657856	0.139699944		
WLOS_0001	0.04445	2	71000001	72000000	-0.099538269	-0.002096232		
WLOS_0001	0.04445	2	72000001	73000000	-0.059333127	-0.147357464		
WLOS_0001	0.04445	2	73000001	74000000	-0.063495425	-0.148091508		
WLOS_0001	0.04445	2	74000001	75000000	-0.114577299	-0.100069179		
WLOS_0001	0.04445	2	75000001	76000000	-0.088245061	-0.01311797		
WLOS_0001	0.04445	2	76000001	77000000	-0.095279704	0.110231977		
WLOS_0001	0.04445	2	77000001	78000000	-0.071396793	0.002653642		
WLOS_0001	0.04445	2	78000001	79000000	-0.077462101	-0.028254885		
WLOS_0001	0.04445	2	79000001	80000000	-0.059397069	0.066737639		
WLOS_0001	0.04445	2	80000001	81000000	-0.05648929	0.241375753		
WLOS_0001	0.04445	2	81000001	82000000	-0.061900531	-0.004907903		
WLOS_0001	0.04445	2	82000001	83000000	-0.10271509	0.059660896		
WLOS_0001	0.04445	2	83000001	84000000	-0.086977092	0.0139445		
WLOS_0001	0.04445	2	84000001	85000000	0.012331695	-0.05998804		
WLOS_0001	0.04445	2	85000001	86000000	-0.021307048	-0.053848693		
WLOS_0001	0.04445	3	1	1000000	0.126138171	-0.069773344		
WLOS_0001	0.04445	3	1000001	2000000	0.120849453	-0.008314375		
WLOS_0001	0.04445	3	2000001	3000000	0.094203531	-0.084945078		
WLOS_0001	0.04445	3	3000001	4000000	0.151883164	0.073313742		
WLOS_0001	0.04445	3	4000001	5000000	0.082515167	-0.106959101		
WLOS_0001	0.04445	3	5000001	6000000	0.152644575	-0.045628555		
WLOS_0001	0.04445	3	6000001	7000000	0.146130447	-0.006706995		
WLOS_0001	0.04445	3	7000001	8000000	0.088664968	-0.065670821		
WLOS_0001	0.04445	3	8000001	9000000	0.09890076	-0.012979545		
WLOS_0001	0.04445	3	9000001	10000000	0.115388901	-0.076125889		
WLOS_0001	0.04445	3	10000001	11000000	0.142196179	-0.004861181		
WLOS_0001	0.04445	3	11000001	12000000	0.108774487	-0.025616071		
WLOS_0001	0.04445	3	12000001	13000000	0.119153699	-0.062168657		
WLOS_0001	0.04445	3	13000001	14000000	0.102600387	-0.091791259		
WLOS_0001	0.04445	3	14000001	15000000	0.128959663	0.063663417		
WLOS_0001	0.04445	3	15000001	16000000	0.030213498	0.027921737		
WLOS_0001	0.04445	3	16000001	17000000	0.096415468	-0.086048663		
WLOS_0001	0.04445	3	17000001	18000000	0.1307083	-0.048165949		
WLOS_0001	0.04445	3	18000001	19000000	0.132453768	0.046700786		
WLOS_0001	0.04445	3	19000001	20000000	0.042910616	-0.10757614		
WLOS_0001	0.04445	3	20000001	21000000	0.114463389	0.044459696		
WLOS_0001	0.04445	3	21000001	22000000	0.162674929	0.007568342		
WLOS_0001	0.04445	3	22000001	23000000	0.24043613	0.023997533		
WLOS_0001	0.04445	3	23000001	24000000	0.128703398	-0.075826594		
WLOS_0001	0.04445	3	24000001	25000000	0.096812211	-0.069533959		
WLOS_0001	0.04445	3	25000001	26000000	0.139242699	0.077661686		
WLOS_0001	0.04445	3	26000001	27000000	0.197095752	0.126127511		
WLOS_0001	0.04445	3	27000001	28000000	0.166287226	0.088156011		
WLOS_0001	0.04445	3	28000001	29000000	0.149207339	0.070113618		
WLOS_0001	0.04445	3	29000001	30000000	0.203621712	0.071589518		
WLOS_0001	0.04445	3	30000001	31000000	0.169675303	0.062022238		
WLOS_0001	0.04445	3	31000001	32000000	0.287563819	0.061200627		
WLOS_0001	0.04445	3	32000001	33000000	0.315344701	0.113235951		
WLOS_0001	0.04445	3	33000001	34000000	0.171966301	0.073918054		
WLOS_0001	0.04445	3	34000001	35000000	0.163143454	0.072205104		
WLOS_0001	0.04445	3	35000001	36000000	0.313945776	0.043274842		
WLOS_0001	0.04445	3	36000001	37000000	0.358139958	0.21306527		
WLOS_0001	0.04445	3	37000001	38000000	0.164187482	0.029315918		
WLOS_0001	0.04445	3	38000001	39000000	0.187157916	0.097739094		
WLOS_0001	0.04445	3	39000001	40000000	0.1529378	-0.05504017		
WLOS_0001	0.04445	3	40000001	41000000	0.091016472	-0.009352191		
WLOS_0001	0.04445	3	41000001	42000000	0.119611392	0.040793488		
WLOS_0001	0.04445	3	42000001	43000000	0.155784705	0.110216885		
WLOS_0001	0.04445	3	43000001	44000000	0.103598794	-0.005133727		
WLOS_0001	0.04445	3	44000001	45000000	0.096040724	-0.031724493		
WLOS_0001	0.04445	3	45000001	46000000	0.096513552	0.024972009		
WLOS_0001	0.04445	3	46000001	47000000	0.141987695	0.010351109		
WLOS_0001	0.04445	3	47000001	48000000	0.109751943	0.035120146		
WLOS_0001	0.04445	3	48000001	49000000	0.12268777	0.040150935		
WLOS_0001	0.04445	3	49000001	50000000	0.084046453	-0.134788857		
WLOS_0001	0.04445	3	50000001	51000000	0.096139277	0.015551136		
WLOS_0001	0.04445	3	51000001	52000000	0.113958642	0.057435377		
WLOS_0001	0.04445	3	52000001	53000000	0.186886926	0.047125529		
WLOS_0001	0.04445	3	53000001	54000000	0.171585165	-0.093513526		
WLOS_0001	0.04445	3	54000001	55000000	0.137423962	0.076382687		
WLOS_0001	0.04445	3	55000001	56000000	0.110140085	0.089984937		
WLOS_0001	0.04445	3	56000001	57000000	0.073047098	-0.120865724		
WLOS_0001	0.04445	3	57000001	58000000	0.105970517	0.036401882		
WLOS_0001	0.04445	3	58000001	59000000	0.158555172	-0.001023211		
WLOS_0001	0.04445	3	59000001	60000000	0.135226506	0.166446511		
WLOS_0001	0.04445	3	60000001	61000000	0.145880982	0.218425107		
WLOS_0001	0.04445	3	61000001	62000000	0.135190252	-0.012720085		
WLOS_0001	0.04445	3	62000001	63000000	0.143885756	0.024809996		
WLOS_0001	0.04445	3	63000001	64000000	0.120172738	0.006742044		
WLOS_0001	0.04445	3	64000001	65000000	0.113769302	-0.055136613		
WLOS_0001	0.04445	3	65000001	66000000	0.089049051	-0.053832639		
WLOS_0001	0.04445	3	66000001	67000000	0.102928507	-0.017962865		
WLOS_0001	0.04445	3	67000001	68000000	0.111433221	0.009426772		
WLOS_0001	0.04445	3	68000001	69000000	0.079601594	0.057151287		
WLOS_0001	0.04445	3	69000001	70000000	0.088696322	0.013120918		
WLOS_0001	0.04445	3	70000001	71000000	0.151894933	0.125541574		
WLOS_0001	0.04445	3	71000001	72000000	0.111488928	0.070366994		
WLOS_0001	0.04445	3	72000001	73000000	0.230391233	0.134286377		
WLOS_0001	0.04445	3	73000001	74000000	0.128344033	-0.041834974		
WLOS_0001	0.04445	3	74000001	75000000	0.13476599	-0.005995817		
WLOS_0001	0.04445	3	75000001	76000000	0.132559969	0.071007032		
WLOS_0001	0.04445	3	76000001	77000000	0.194504342	0.043850995		
WLOS_0001	0.04445	3	77000001	78000000	0.182196977	-0.021502704		
WLOS_0001	0.04445	3	78000001	79000000	0.179771844	-0.063838489		
WLOS_0001	0.04445	3	79000001	80000000	0.177481401	0.012250089		
WLOS_0001	0.04445	3	80000001	81000000	0.15703237	0.021324103		
WLOS_0001	0.04445	3	81000001	82000000	0.17252755	0.043222314		
WLOS_0001	0.04445	3	82000001	83000000	0.120498267	-0.043015486		
WLOS_0001	0.04445	3	83000001	84000000	0.108371272	-0.004331017		
WLOS_0001	0.04445	3	84000001	85000000	0.096810027	-0.105559908		
WLOS_0001	0.04445	3	85000001	86000000	0.076840423	0.02363306		
WLOS_0001	0.04445	3	86000001	87000000	0.042212922	-0.066300209		
WLOS_0001	0.04445	3	87000001	88000000	0.104847504	-0.041108586		
WLOS_0001	0.04445	3	88000001	89000000	0.062298909	-0.137517507		
WLOS_0001	0.04445	3	89000001	90000000	0.069419402	-0.059691469		
WLOS_0001	0.04445	3	90000001	91000000	0.101056798	0.000933635		
WLOS_0001	0.04445	3	91000001	92000000	0.275178884	-0.169414665		
WLOS_0001	0.04445	4	1	1000000	0.171992192	0.075872669		
WLOS_0001	0.04445	4	1000001	2000000	0.26155295	0.110404218		
WLOS_0001	0.04445	4	2000001	3000000	0.138022321	0.081978154		
WLOS_0001	0.04445	4	3000001	4000000	0.165563974	0.01618849		
WLOS_0001	0.04445	4	4000001	5000000	0.171145566	-0.058349824		
WLOS_0001	0.04445	4	5000001	6000000	0.095268454	-0.077161518		
WLOS_0001	0.04445	4	6000001	7000000	0.123185668	0.089527569		
WLOS_0001	0.04445	4	7000001	8000000	0.099837619	0.05153214		
WLOS_0001	0.04445	4	8000001	9000000	0.141831866	0.042718802		
WLOS_0001	0.04445	4	9000001	10000000	0.121218221	0.067404546		
WLOS_0001	0.04445	4	10000001	11000000	0.264754094	0.032319456		
WLOS_0001	0.04445	4	11000001	12000000	0.117337009	0.009393712		
WLOS_0001	0.04445	4	12000001	13000000	0.10106827	0.05066544		
WLOS_0001	0.04445	4	13000001	14000000	0.073731525	-0.117401552		
WLOS_0001	0.04445	4	14000001	15000000	0.093910506	-0.16821061		
WLOS_0001	0.04445	4	15000001	16000000	0.157194215	-0.032549092		
WLOS_0001	0.04445	4	16000001	17000000	0.193667813	0.035929457		
WLOS_0001	0.04445	4	17000001	18000000	0.16497723	0.046879166		
WLOS_0001	0.04445	4	18000001	19000000	0.166082149	0.002527358		
WLOS_0001	0.04445	4	19000001	20000000	0.261980372	0.210437851		
WLOS_0001	0.04445	4	20000001	21000000	0.163795845	0.029853732		
WLOS_0001	0.04445	4	21000001	22000000	0.127976395	0.070679422		
WLOS_0001	0.04445	4	22000001	23000000	0.133792431	-0.031601687		
WLOS_0001	0.04445	4	23000001	24000000	0.22075736	0.105114164		
WLOS_0001	0.04445	4	24000001	25000000	0.15030585	-0.033493056		
WLOS_0001	0.04445	4	25000001	26000000	0.117745473	0.01871234		
WLOS_0001	0.04445	4	26000001	27000000	0.037077713	-0.033301012		
WLOS_0001	0.04445	4	27000001	28000000	0.117704826	0.121422635		
WLOS_0001	0.04445	4	28000001	29000000	0.110082504	0.142084454		
WLOS_0001	0.04445	4	29000001	30000000	0.097860866	-0.03069168		
WLOS_0001	0.04445	4	30000001	31000000	0.083935179	-0.023278511		
WLOS_0001	0.04445	4	31000001	32000000	0.095772399	0.024006895		
WLOS_0001	0.04445	4	32000001	33000000	0.100463452	-0.029762788		
WLOS_0001	0.04445	4	33000001	34000000	0.100973968	0.035646913		
WLOS_0001	0.04445	4	34000001	35000000	0.20143338	0.00600396		
WLOS_0001	0.04445	4	35000001	36000000	0.167384135	0.043166297		
WLOS_0001	0.04445	4	36000001	37000000	0.16886088	0.022008467		
WLOS_0001	0.04445	4	37000001	38000000	0.104644439	0.122541423		
WLOS_0001	0.04445	4	38000001	39000000	0.059219923	0.017345764		
WLOS_0001	0.04445	4	39000001	40000000	0.103662571	-0.092988891		
WLOS_0001	0.04445	4	40000001	41000000	0.115285109	0.034116132		
WLOS_0001	0.04445	4	41000001	42000000	0.056924981	-0.016622569		
WLOS_0001	0.04445	4	42000001	43000000	0.075805438	0.012158217		
WLOS_0001	0.04445	4	43000001	44000000	0.056839465	-0.001875064		
WLOS_0001	0.04445	4	44000001	45000000	0.055648955	-0.087736633		
WLOS_0001	0.04445	4	45000001	46000000	0.140232778	-0.08425773		
WLOS_0001	0.04445	4	46000001	47000000	0.17068579	-0.011768219		
WLOS_0001	0.04445	4	47000001	48000000	0.123591555	-0.029541148		
WLOS_0001	0.04445	4	48000001	49000000	0.140170911	0.028526304		
WLOS_0001	0.04445	4	49000001	50000000	0.120174844	-0.012960852		
WLOS_0001	0.04445	4	50000001	51000000	0.10964022	0.005677107		
WLOS_0001	0.04445	4	51000001	52000000	0.058449395	-0.057740824		
WLOS_0001	0.04445	4	52000001	53000000	0.08805704	-0.082183825		
WLOS_0001	0.04445	4	53000001	54000000	0.065017314	-0.026586672		
WLOS_0001	0.04445	4	54000001	55000000	0.154269941	-0.020661386		
WLOS_0001	0.04445	4	55000001	56000000	0.082919491	0.015049565		
WLOS_0001	0.04445	4	56000001	57000000	0.101360667	0.00519076		
WLOS_0001	0.04445	4	57000001	58000000	0.177363941	0.038334121		
WLOS_0001	0.04445	4	58000001	59000000	0.107392275	-0.004428244		
WLOS_0001	0.04445	4	59000001	60000000	0.119274279	0.00622383		
WLOS_0001	0.04445	4	60000001	61000000	0.086761348	-0.083342478		
WLOS_0001	0.04445	4	61000001	62000000	0.128171462	0.085489376		
WLOS_0001	0.04445	4	62000001	63000000	0.215740614	0.000948854		
WLOS_0001	0.04445	4	63000001	64000000	0.130787303	-0.012197013		
WLOS_0001	0.04445	4	64000001	65000000	0.124045278	-0.071020319		
WLOS_0001	0.04445	4	65000001	66000000	0.151614917	-0.03379431		
WLOS_0001	0.04445	4	66000001	67000000	0.14926172	0.017662929		
WLOS_0001	0.04445	4	67000001	68000000	0.111634096	-0.01012729		
WLOS_0001	0.04445	4	68000001	69000000	0.113837758	-0.038527642		
WLOS_0001	0.04445	4	69000001	70000000	0.093500625	-0.10224003		
WLOS_0001	0.04445	4	70000001	71000000	0.114037986	-0.038436379		
WLOS_0001	0.04445	4	71000001	72000000	0.177864904	0.098035033		
WLOS_0001	0.04445	4	72000001	73000000	0.118435801	0.015148028		
WLOS_0001	0.04445	4	73000001	74000000	0.136943875	0.064762184		
WLOS_0001	0.04445	4	74000001	75000000	0.135080516	0.035389008		
WLOS_0001	0.04445	4	75000001	76000000	0.166619923	0.117212427		
WLOS_0001	0.04445	4	76000001	77000000	0.100328427	-0.044764408		
WLOS_0001	0.04445	4	77000001	78000000	0.185816819	0.048844993		
WLOS_0001	0.04445	4	78000001	79000000	0.187786806	-0.049620677		
WLOS_0001	0.04445	4	79000001	80000000	0.217033595	0.009630509		
WLOS_0001	0.04445	4	80000001	81000000	0.193602476	0.01754085		
WLOS_0001	0.04445	4	81000001	82000000	0.131701428	0.004791648		
WLOS_0001	0.04445	4	82000001	83000000	0.115044749	-0.028361265		
WLOS_0001	0.04445	4	83000001	84000000	0.140699374	-0.007992949		
WLOS_0001	0.04445	4	84000001	85000000	0.150195406	-0.016392402		
WLOS_0001	0.04445	4	85000001	86000000	0.137103244	0.04787832		
