Medical_record_number	Sample_ID	Short_ID	Sample_ID	Plasma_ID	Medical_record_number	replicate	Cohort	Institution	DNA_conc	Plasma_volume_estimated	TF	short.count	long.count	Fragment_size_ratio	Modal_fragment_length	Modal_fragment_count	Sample_type	Date_of_birth	Date_of_diagnosis	Date_of_sample	Date_of_progressive_disease	Last_known_date_if_no_progression	PFS	PFS_censor	Date_of_death	Last_known_date_if_still_alive	OST	OST_censor	Age_at_sample	Overall_survival	Sex	Spay.neuter.status	Breed	Weight_kg	Primary_diagnosis	Subtype	Tumor_location	Tumor_size	Other_diagnoses	Blood_draw_site	Blood_draw_site_side	Blood_draw_time	Time_of_Day	Sample_time_point	Disease_status	Cancer_type	tumor_cfDNA	First_Sample	Tumor_data	Normal_data	ULPWGS_data_cf3	ULPWGS_data_cf4	WES_data	CBC_data	Date.of.CBC	Total lymph node size	
408932	ARM_408932.cfDNA_D2_T12.FC19664742	ARM_408932	ARM_408932.cfDNA_D2_T12.FC19664742	ARM_408932.cfDNA_D2_T12	408932	Rep1	ARM	Tufts	6.04	FALSE	0.1839	365719	515700	0.70917006	152	17415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 2 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D2_T12.FC19664832	ARM_408932	ARM_408932.cfDNA_D2_T12.FC19664832	ARM_408932.cfDNA_D2_T12	408932	Rep2	ARM	Tufts	5.08	FALSE	0.1925	421592	857953	0.49139289	152	25812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 2 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D2_T6.FC19664741	ARM_408932	ARM_408932.cfDNA_D2_T6.FC19664741	ARM_408932.cfDNA_D2_T6	408932	Rep1	ARM	Tufts	8.97	FALSE	0.3462	418820	762781	0.54906979	153	22339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 2 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D2_T6.FC19664846	ARM_408932	ARM_408932.cfDNA_D2_T6.FC19664846	ARM_408932.cfDNA_D2_T6	408932	Rep2	ARM	Tufts	7.43	FALSE	0.3508	483564	1195188	0.40459242	163	33900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 2 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D2_T24.FC19664743	ARM_408932	ARM_408932.cfDNA_D2_T24.FC19664743	ARM_408932.cfDNA_D2_T24	408932	Rep1	ARM	Tufts	6.15	FALSE	0.0621	197841	366772	0.53941141	166	8645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 3 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D2_T24.FC19664770	ARM_408932	ARM_408932.cfDNA_D2_T24.FC19664770	ARM_408932.cfDNA_D2_T24	408932	Rep2	ARM	Tufts	5.01	FALSE	0.06735	284932	692352	0.41154211	162	16428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 3 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T0.FC19664744	ARM_408932	ARM_408932.cfDNA_D9_T0.FC19664744	ARM_408932.cfDNA_D9_T0	408932	Rep1	ARM	Tufts	4.73	FALSE	0.025	205839	323479	0.63632879	153	7318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T0.FC19664771	ARM_408932	ARM_408932.cfDNA_D9_T0.FC19664771	ARM_408932.cfDNA_D9_T0	408932	Rep2	ARM	Tufts	5.43	FALSE	0.01895	313717	506263	0.61967199	152	12858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T12.FC17907729	ARM_408932	ARM_408932.cfDNA_D9_T12.FC17907729	ARM_408932.cfDNA_D9_T12	408932	Rep1	ARM	Tufts	5.47	FALSE	0.06857	194373	300819	0.64614602	153	7131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T12.FC19664839	ARM_408932	ARM_408932.cfDNA_D9_T12.FC19664839	ARM_408932.cfDNA_D9_T12	408932	Rep2	ARM	Tufts	5.42	FALSE	0.05597	205004	473368	0.43307532	165	11068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T6.FC19664745	ARM_408932	ARM_408932.cfDNA_D9_T6.FC19664745	ARM_408932.cfDNA_D9_T6	408932	Rep1	ARM	Tufts	4.49	FALSE	0.04258	60449	73795	0.81914764	19	2190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
408932	ARM_408932.cfDNA_D9_T6.FC19664840	ARM_408932	ARM_408932.cfDNA_D9_T6.FC19664840	ARM_408932.cfDNA_D9_T6	408932	Rep2	ARM	Tufts	6.91	FALSE	0.0299	281759	384132	0.73349526	153	10016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	NA	M	Y	gordon setter	NA	Lymphoma	epitheliotrophic	NA	NA	NA	Jugular	Right	NA	NA	Day 9 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D1_T0.FC17906296	ARM_409177	ARM_409177.cfDNA_D1_T0.FC17906296	ARM_409177.cfDNA_D1_T0	409177	Rep1	ARM	Tufts	122.38	FALSE	0.7377	949898	1540166	0.6167504	163	53844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 0	NA	Lymphoma	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	24.7	
409177	ARM_409177.cfDNA_D1_T0.FC19664748	ARM_409177	ARM_409177.cfDNA_D1_T0.FC19664748	ARM_409177.cfDNA_D1_T0	409177	Rep2	ARM	Tufts	172.01	FALSE	0.7538	520599	826246	0.63007748	163	28424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	24.7	
409177	ARM_409177.cfDNA_D1_T12.FC17906304	ARM_409177	ARM_409177.cfDNA_D1_T12.FC17906304	ARM_409177.cfDNA_D1_T12	409177	Rep1	ARM	Tufts	156.82	FALSE	0.6705	920766	1350812	0.6816389	152	50122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D1_T12.FC19664750	ARM_409177	ARM_409177.cfDNA_D1_T12.FC19664750	ARM_409177.cfDNA_D1_T12	409177	Rep2	ARM	Tufts	222.97	FALSE	0.6451	605395	922674	0.65613099	152	33514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D1_T6.FC17906302	ARM_409177	ARM_409177.cfDNA_D1_T6.FC17906302	ARM_409177.cfDNA_D1_T6	409177	Rep1	ARM	Tufts	171.17	FALSE	0.7253	1469244	1431794	1.026156	143	69989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D1_T6.FC19664749	ARM_409177	ARM_409177.cfDNA_D1_T6.FC19664749	ARM_409177.cfDNA_D1_T6	409177	Rep2	ARM	Tufts	227.02	FALSE	0.68	950936	962246	0.98824625	143	46516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	24.7	NA	Jugular	Left	NA	NA	Day 1 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D9_T24.FC17907730	ARM_409177	ARM_409177.cfDNA_D9_T24.FC17907730	ARM_409177.cfDNA_D9_T24	409177	Rep1	ARM	Tufts	9.47	FALSE	0.01686	391267	693124	0.56449784	163	16305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 10 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D9_T24.FC19664769	ARM_409177	ARM_409177.cfDNA_D9_T24.FC19664769	ARM_409177.cfDNA_D9_T24	409177	Rep2	ARM	Tufts	7.44	FALSE	0.01287	308702	808964	0.38160165	168	19087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 10 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T0.FC17906295	ARM_409177	ARM_409177.cfDNA_D2_T0.FC17906295	ARM_409177.cfDNA_D2_T0	409177	Rep1	ARM	Tufts	81.82	FALSE	0.5885	895497	1409995	0.63510651	163	47381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T0.FC19664751	ARM_409177	ARM_409177.cfDNA_D2_T0.FC19664751	ARM_409177.cfDNA_D2_T0	409177	Rep2	ARM	Tufts	103.32	FALSE	0.5832	446313	794204	0.56196267	163	26001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T12.FC17906286	ARM_409177	ARM_409177.cfDNA_D2_T12.FC17906286	ARM_409177.cfDNA_D2_T12	409177	Rep1	ARM	Tufts	57.61	FALSE	0.5085	8924605	11538854	0.77343946	152	422388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T12.FC17907752	ARM_409177	ARM_409177.cfDNA_D2_T12.FC17907752	ARM_409177.cfDNA_D2_T12	409177	Rep2	ARM	Tufts	83.17	FALSE	0.5085	603633	778114	0.77576422	152	28345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T6.FC17906303	ARM_409177	ARM_409177.cfDNA_D2_T6.FC17906303	ARM_409177.cfDNA_D2_T6	409177	Rep1	ARM	Tufts	56.49	FALSE	0.6262	436680	1042802	0.41875639	167	31637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T6.FC19664752	ARM_409177	ARM_409177.cfDNA_D2_T6.FC19664752	ARM_409177.cfDNA_D2_T6	409177	Rep2	ARM	Tufts	83.61	FALSE	0.6253	407434	859519	0.47402559	167	26244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 2 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D2_T24.FC17906287	ARM_409177	ARM_409177.cfDNA_D2_T24.FC17906287	ARM_409177.cfDNA_D2_T24	409177	Rep1	ARM	Tufts	36.95	FALSE	0.5296	766015	1013455	0.7558451	145	35458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 3 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	16.5	
409177	ARM_409177.cfDNA_D2_T24.FC17907726	ARM_409177	ARM_409177.cfDNA_D2_T24.FC17907726	ARM_409177.cfDNA_D2_T24	409177	Rep2	ARM	Tufts	62.44	FALSE	0.5233	1486158	1785478	0.83235862	145	65290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	NA	NA	Jugular	Left	NA	NA	Day 3 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	16.5	
409177	ARM_409177.cfDNA_D9_T0.FC17907739	ARM_409177	ARM_409177.cfDNA_D9_T0.FC17907739	ARM_409177.cfDNA_D9_T0	409177	Rep1	ARM	Tufts	8.66	FALSE	0.01272	484588	683017	0.70948161	153	18693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 9 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	8.5	
409177	ARM_409177.cfDNA_D9_T0.FC19664847	ARM_409177	ARM_409177.cfDNA_D9_T0.FC19664847	ARM_409177.cfDNA_D9_T0	409177	Rep2	ARM	Tufts	6.69	FALSE	0.01841	359278	755278	0.47568975	162	19649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 9 Hour 0	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	8.5	
409177	ARM_409177.cfDNA_D9_T12.FC17907741	ARM_409177	ARM_409177.cfDNA_D9_T12.FC17907741	ARM_409177.cfDNA_D9_T12	409177	Rep1	ARM	Tufts	9.52	FALSE	0.01997	192394	385418	0.49918271	165	9091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 9 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D9_T12.FC19664772	ARM_409177	ARM_409177.cfDNA_D9_T12.FC19664772	ARM_409177.cfDNA_D9_T12	409177	Rep2	ARM	Tufts	6.29	FALSE	0.01997	233585	757729	0.30826984	167	17398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 9 Hour 12	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
409177	ARM_409177.cfDNA_D9_T6.FC17907742	ARM_409177	ARM_409177.cfDNA_D9_T6.FC17907742	ARM_409177.cfDNA_D9_T6	409177	Rep1	ARM	Tufts	6.98	FALSE	0.02602	311287	473030	0.65807031	165	12120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.9	NA	F	Y	american pit bull terrier	NA	Lymphoma	"Large cell, PARR-positive B cell"	Multicentric	8.5	NA	Jugular	Left	NA	NA	Day 9 Hour 6	NA	Lymphoma	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	
